month,day,hour,duration,text,summary,city,state,shape,year,pressure,temp,hail,heatindex,windchill,rain,vis,dewpt,thunder,fog,precip,wspd,tornado,hum,snow,wgust,wdire,conds
10,7,23,10 minutes,"Big orange lights in V formation joined by more lights before turning away. I have never seen anything in the sky that I could not find some explanation for.  I was outside on the front porch with my mother for a cigarette.  She pointed toward the sky behind me, suddenly very animated.  I turned around, still sitting, and saw what looked like huge glowing orange lights in a perfect V formation moving in sync over the trees across the street.  It was silently heading our way in a cluster.   We hurried to get a closer look and stood watching from the highway.  About three more appeared as if out of nowhere; if anything they were already up and lowered to meet the rest as opposed to floating up or rising.  They were moving together, the first three more in sync though the spaces between them were not perfectly in unison as we continued to watch them head our way.  My mom was panicked and thought they were actually coming to us, since we were the only people out watching (it was a little before 11pm and we are mostly surrounded by shopping cente! rs that were closed.)  They had to be either very big or not that high, though higher than the trees.   The first three then began to curve around and turn away, going over the lake and disappearing.  The rest followed suit one by one, becoming more of a line and getting smaller as they travelled away from us.  They all vanished into the sky except for one, which slowly glided away before it was blocked by the top of some buildings or condos over on the further side of the lake.   I have heard of orange lights before but until you see it, you don't understand how far out and perplexing it can be.  My mother kept saying how she felt like it was aware of us and though I do not like to make such quick assumptions, it felt a bit eerie.   I had tried taking a picture but they didn't show on the camera preview on my phone, possibly because of street light glare. I did a search online and am going to keep checking to see if anyone else saw this but so far (its been 30 mins since it happened! ) nothing else has come up for tonight though I'm reading acco! unts fro m five days ago around NY and before that the same description was in Britain.  I read ""explanations"" blaming Chinese Lanterns.  These were not Lanterns.  I've seen Lanterns set off in the sky at night, I've seen balloons with flames set off at festivals, air balloons, sky divers, flares, this was nothing like that.  They moved with precision.   My stomach is still fluttering.  It was like a one time event sighting.  In my mother's 56 years she has never seen anything like it.   My window faces the sky where she first spotted them. I think I'll be on watch all night...",Photos show strange disk moving across sky,MASTIC,NY,FORMATION,2014,-0.281181238,0.465640407,0,NA,NA,1,0.0642725,0.857059067,0,0,-0.092083779,1.105439476,0,0.695133195,0,NA,SOUTH,LIGHT RAIN
7,31,19,0.67,"Walking and saw it over the ocean fixed then they were gone at once. ((ADDENDUM FROM WITNESS)) I was waking from my house to Ralph's ices about 1/3 mile from my house with my 3 cousins on beech street when we stopped to look at 2 fixated lights hovering over the ocean.  They were horizontal and triangular, and appeared to me to be at least 1/8 over the oceanfront part of the  beech given my proximity.  They never moved. . 40 seconds from the time I decided to film it.  I snapped one shot across the street, and one  second before I confirmed what my first thought was. I was  perhaps 2 blocks from the ocean on beech st on and fumbled for video mode.  I was able to get the  .40 second shot before I saw a direct plane or such pale out or muffle my video.   The occurance of moment left us perplexed  discussing coincidence and chance ...  After the fact.  One of my troupe who is witness is an actuary and is perhaps the best possible person I would have as witness testify On behalf my/our claim.  ((END ADDENDUM))","Red, round object traveling east to west",LONG BEACH,NY,TRIANGLE,2015,-1.041831855,1.609891306,0,NA,NA,0,0.0642725,0.130940828,0,0,NA,0.186071337,0,-1.920953801,0,NA,NW,PARTLY CLOUDY
5,22,19,12 sec,"Bright light traveling over Johnson City, NY heading over Binghamton 5/22/08 I observed the light approximately one mile from earth while looking up. It was bright and stayed bright until the trees by my house blocked my view. There were no flashing lights like an airplane or helicopter. It just was bright. It traveled at a steady speed about that of a helicopter. There was no sound. At first I thought it might be a helicopter going to the hospital but it didn’t turn. It just went in a straight line. I didn’t have time to get my camcorder because I was trying to figure out just what it was.",Flashing light then sphere comes close floats in the air at pretty close range then disappears like a dimming light 6 people there.,JOHNSON CITY,NY,LIGHT,2008,-1.225437177,-0.596878286,0,NA,NA,1,0.0642725,-0.363222974,0,0,NA,0.008129116,0,0.219481014,0,NA,WNW,LIGHT RAIN
5,29,23,5 minutes,"Three yellow-red 'orbs' changing formation in night sky 3 reddish yellow 'orbs' in a changing formation sighted cloud-level above Cornell University, they also changed colors.   There was also considerable lightening in the sky at the time.  These objects did not appear to be advertising lights of any kind.   They disappeared after approx five minutes of being suspended in the sky.","Red orb slowly maneuvers and changes color, shape, and direction in the southwest San Diego Sky.",ITHACA,NY,FORMATION,2011,0.033570742,0.751703131,0,NA,NA,1,0.0642725,1.250373114,0,0,-0.092083779,-0.179698783,0,0.980524504,0,NA,WSW,LIGHT RAIN
5,15,2,6-8 minutes,"Dark, triangle-shaped craft with shimmering, moving light & five fixed lights, seen over Hudson, NY At approximately 2:30am on Monday, May 15th, 2017, I went out into the backyard to take out the garbage. It was a clear night, so I sat down on the porch and leaned back to do some star gazing. A few minutes in, I noticed that some of the stars were moving, in tandem.  I focused in on that area, and there were 5 “stars” in a V-formation.  I realized that it was a fairly large triangle-shaped craft of some sort, because I could see the dark shape blocking actual stars from view, as it passed overhead. It appeared to be quite low in the sky, was quiet, and moved slowly.  A shimmering light passed all over the bottom of the craft several times, independent of the five V-formation lights.  I watched it cross the sky until I couldn’t make it out any longer.  I’m not far from Stewart International Airport (public/military), and suppose it might have been a military plane. Of note, the street lamp on the corner went out while the craft passed over, then started glowing slightly until it reached the normal light, seemed to get brighter than usual and orange-tinted, and abruptly went out again.  The lamp remained dark afterwards.  The bulb probably burned out and the timing coincidental; but it was odd, so I thought that I’d mention it, in the case that anyone else had witnessed a similar coincidence.","Possible UFO over Green Bay, WI.",HUDSON,NY,TRIANGLE,2017,-2.366413103,-0.668393967,0,NA,NA,1,0.0642725,-0.151438487,0,0,-0.055151095,1.836979716,0,0.932959285,0,0.061549893,WNW,LIGHT RAIN
8,13,1,1min.,"Blue headlights in the sky As I was leaving my friend's house at 1:30am I observed an unusual phenomenon.  About three miles away from where I was, on his porch, there was a bright (almost as if it was a headlight) blue sphere in the sky.  It was probably two football field lengths distance away from the top of the houses.  It was foggy out at that time so I could not make out specific details of the ""object"" but the fog had a blue haze from the sphere.  I'm not speculating whether or not it came from Mars, but it was a very odd event to witness.  After about one minute the sphere immediately disappeared and the blue haze with it, although the fog remained.  It left me feeling a little nutty because the object was so bright and had form to it and then it was like you blinked and nothing was ever there. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Pictures taken while on vacation. Did not see this by human eye. Downloaded picture to computer identifies definite disk shape and addi,HILTON,NY,SPHERE,2009,0.151602734,0.322609044,0,NA,NA,0,-2.670708899,1.048673603,0,1,NA,-0.911239024,0,1.598872339,0,NA,NORTH,FOG
5,9,23,1 minute,"Light darting at angles at night I live somewhat rural so I can usually see the stars pretty well. I also live about 10 miles from a small airport so I do see a lot of planes crossing the sky. I'm used to that, but tonight I went onto the back deck and noticed two lights. I almost looked away as I said this is nothing unusual, but it caught my attention suddenly that one of the lights was darting, then it would angle and dart again. I think it happened about 3 or 4 times, but being alone I was afraid and ran back into the house (Sorry, that part is embarrassing, I guess I've seen too many scary movies). When I noticed the one light darting that way I wasn't paying attention to the other, it may have moved I don't know. I've never seen a UFO and maybe this wasn't, I kind of hope it wasn't, but I've never seen anything even remotely like it and I'd sure like to know what it was. Thank you.","Rectangular object, fades away into space.",ENDICOTT,NY,LIGHT,2009,-1.317239838,-0.290382509,0,NA,NA,1,0.0642725,-0.060673707,0,0,-0.092083779,1.649151817,0,0.267046232,0,0.412587129,WEST,LIGHT RAIN
6,2,10,1 min,Bright silent light moving slowly in a curve that disappeared. I was walking my dog and noticed a bright light in the north eastern sky.  I thought it was a plane because I see alot at night being near Stewart air force base but it was too bright to be a plane at the altitude that it was at and there was no sound.   This was a bright light resembling a bright star and it was moving in a curving direction.  I watched it for about one minuet and then it disappeared.,"Plum Island Ma. red glowing object, night turned to day",COLD SPRING,NY,LIGHT,2008,-0.517245223,0.629104821,0,NA,NA,0,2.868934954,0.241875559,0,0,NA,0.917611577,0,-0.826953785,0,-0.991561816,WNW,PARTLY CLOUDY
9,15,23,15 minutes,"Bright orange lit object rose vertically from Bay and took off at lightening speed. We heard a boom and saw a flash across the bay.  Just south of that we witnessed an bright orange lit object rise slowly from an area at the Vanderbilt Mansion in Centerport.  It rose vertically like a helicopter, no noise.   We assumed a well lit helicopter until it reached above tree level and took off at LIGHTENING SPEED at a 30 degree angle west north west, disappearing just as fast.  We looked at each other in disbelief.  It took a few moments to even process what was seen.   We realized that it had actually risen from the bay right in front of the mansion, and no noise was heard.   Being it is a Bay, sounds echo and resonate as closer usually.   I still am shocked at what we saw. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  Hence, we are unable to contact the party, to confirm the date.  We do not know whether the source intends a date of September 06th, 2013, or whether he/she intends a date of September 2006.  We have no way to confirm.  PD))",Plasma Shower???,CENTERPORT,NY,LIGHT,2006,0.020456076,0.322609044,0,NA,NA,1,0.0642725,0.947823847,0,0,-0.055151095,0.739669356,0,1.31348103,0,NA,NNE,LIGHT RAIN
10,5,19,3-4 minutes,"Kite shaped object  bright white, above deleware park Driving Along the 33 expressway, I saw what could be described as a kite flying in the air but much larger, higher and lite up.  It was above albright knox art gallery, and as a sky watcher i know it was not a helicopter or plane. it went from where i first noticed it, down almost below tree line back up, stayed stationery for aprox 30 sec and then up higher away and out of sight,  Totally threw me for a loop, there were other cars on 33 that were slowing down behind and in front of me, i know someone else saw what i saw,","Rectangle over Fresno, California.",BUFFALO,NY,CHANGING,2010,0.387666719,-0.607094812,0,NA,NA,1,0.0642725,-0.090928634,0,0,-0.092083779,-0.179698783,0,0.932959285,0,NA,NORTH,LIGHT RAIN
10,8,19,15:00,"Oct.08, 2011 Red Orb's sightings in Binghamton,NY There were 15-20 bright orbs in the  south east horizon in the city of binghamton. I was walking home and stopped at a gas station And noticed the bright red orbs. I alerted other patrons and everyone was Concerned and people including myself began Filming and photographing them. Some have been added to YouTube, These red orbs rose in to the sky making no Noise and moving very slow and then vanishing As more red orbs rose. I made 2 calls to 911 to report this incident.","Faintly visible shape-shifting UFO with no illumination at a height of 15000 ft, moving erratically over Chennai, India",BINGHAMTON,NY,UNKNOWN,2011,1.92208262,0.629104821,0,NA,NA,0,0.0642725,-0.060673707,0,0,NA,-0.357641004,0,-1.255040748,0,NA,WSW,CLEAR
6,4,22,1 Minute,"Hovering Triangle in Beacon New York I was driving on the Newburgh-Beacon bridge towards Beacon, when I noticed a strange object at about 10 o'clock to where I was at first (position wise).  What caught my eye at first were the lights, just positioned differently than on a normal plane's.  It was also lower than where most planes fly around the area, quite low in fact.   As I approached the toll booth I noticed that it was in the same place it had been while I was on the bridge, hovering in place.  As I waited to pay the toll I stared up at it, simply floating in place.  Once I got through the toll, I went to turn around so I could try to get a video of it on my phone (since I didn't want to take one going through the toll and get a ticket), but by then it had vanished.   It was triangular, and not much bigger than a small passenger plane.   Lasted around 1 minute, and made no noise.",Purple light hovering over field for over 2 hours.,BEACON,NY,TRIANGLE,2011,0.099144071,0.220443785,0,NA,NA,0,1.457893595,0.241875559,0,0,NA,-0.179698783,0,-0.161040731,0,NA,SSE,MOSTLY CLOUDY
9,19,19,10 seconds,"09/19/09, 7:30 ish, Bright light with a bell shaped cloud over the atlantic off the cost of Amagansett, NY USA My wife And I were sitting on the beach, black night, no clouds, extremely clear, no moon, admiring the stars At about 7:30 or so we both jumped and said to each do did you see that, over the ocean we saw an extreme bright light,very clear, round with a cloud or smoke sitting below it shaped like a bell. My wife thought it was shaped like an angel. The light was for about 10 seconds or so and then it was gone, like it was on a switch and turned off and we thought we saw the cloud after the light disappeared, but the sky was very dark and the milky way was so clear that it was hard to tell. The weather and radar for the night had no clouds in the area. ((NUFORC Note:  Missile launch.  PD))",Pair of orange lights over western Wisconsin,AMAGANSETT,NY,LIGHT,2009,0.951597349,0.189794208,0,NA,NA,0,NA,0.020006097,0,0,NA,-0.357641004,0,-0.493997258,0,NA,WEST,UNKNOWN
6,1,20,1-2 minutes,"UFO streaks out of sky at a right angle at amazing speeds The UFO Report    It was about 8:00pm on a clear summer night, In Albany New York.  My friend and I were on our way back from the Cross-gates Mall.  As I came over the highway we were at the highest point of the road and started going downhill, the sky was completely visible.  We both noticed at the same moment a bright orb moving slowly across the sky.  He said it was probably a plane, but I was sure it was a UFO.  We both watched for a couple seconds as it moved across the sky.  Then out of nowhere the light shot downward, and then to the right, and streaked across the sky then disappeared. It appeared to make a right angle turn at very rapid speeds it was gone in a split second, and the streak lasted only about a second or two.  We were both stunned!  We knew that it had to be a UFO because no aircraft that the U.S.A. is capable to go that fast, let alone make a right angle turn in a split second.  There’s no doubt in my mind that what we saw that night was in fact a UFO and the answer to the question are we alone in this world is no.  Pretty soon everyone is going to know about it because it’s only a matter of time until we find out if their hostile or if their friendly.  What do you think their doing up there?  Studying us?  Looking for weakness?  Mapping our world for future plans?  The answer is out there and I want to find out. ((NUFORC Note:  Witness indicates that the date of the incident is approximate.  PD))","Red-orange circular objects seen in southern sky over ocean off of Oak Island, NC",ALBANY,NY,LIGHT,2006,-0.55658922,0.322609044,0,NA,NA,1,0.0642725,0.947823847,0,0,-0.092083779,0.551841457,0,1.31348103,0,NA,ENE,LIGHT RAIN
7,27,21,90 seconds,"Pinkish fireball that broke apart and changed color to a bluish on a smaller pc.  4 witnesses. We saw a fireball come in from the SW moving to the NE,  The object appeared pinkish in color and moved slower than any meteor I have ever observed.  It broke apart and a piece of it was blue.  We saw it aprox. 90 seconds. ((NUFORC Note:  Chinese rocket re-entry.  PD))",Orangish light flying very fast and in odd manner during fireworks show.,TONOPAH,NV,FIREBALL,2016,-0.884455866,1.436210366,0,NA,NA,0,0.0642725,-0.655687265,0,0,NA,0.186071337,0,-2.349040764,0,NA,WSW,CLEAR
6,30,20,15 seconds,"I thought it was a police chopper with it's light but there was no chopper or police car behind me. My son and I were headed South on Carrol Street and stopped at E. Gepford Parkway.  A bright light enveloped our car, and there was a lesser red light.  The engine on my car lost power and after only 15 seconds the light was gone and the car engine came back to full operation.    On the way back home about 15 minutes later there was a group of 5 or 6 girls who were stand near E. Gepford Parkway and all of them looked scared.  One of the girls looked like they wanted to say something but like a dummy, I drove on. ((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  One of three reports from same source.  PD))","Orange, fiery light in north western sky, Santa Fe, NM.",SUN VALLEY,NV,LIGHT,2002,-0.727079876,1.436210366,0,NA,NA,0,0.0642725,-0.706112142,0,0,NA,1.836979716,0,-2.396605983,0,-0.118712472,WNW,CLEAR
8,24,11,10 mins,"Group of daytime lights observed in Sparks. I had just taken my car into the Jiffy Lube off Prather and was waiting outside because being around noon it was crowded and busy inside.  It was nice out and the sky was sunny and clear.  After a few minutes I noticed something in the sky.  It seemed to be a group of white birds at first glance.  But as I watched I noticed that they were moving in ways that was very ""unbirdlike.""  They stayed in a pretty tight cluster, with none straying away from the group.  After watching for a bit, a worker brought a finished car out and I asked him what he thought it was.  He looked for a bit and said that it was messing with his head and he didn't want to think about it.  He quickly went back to work!  I continued watching and I showed another customer that had come outside.  He quickly dismissed it as a flock of birds.  But he continued watching very intently for several minutes, not very sure of himself.  The group was moving southbound above Sparks.  As they neared, I noticed that it was a group of 20 or so lights....definitely not birds.  It was hard to tell how big they were, but they seemed small.  Some would seem to dim and then get brighter.  It was very peculiar.  I tried to take a picture with my cell phone, but the resolution is too poor to really see anything.  After about 10 minutes in total the cluster moved out of view to the Southeast of my location.  I've seen plenty of bird flocks flying south for winter, or just flying around outside.  But birds have wings...and these were lights.  Lights that were dimming, and then coming back.  I was amazed at how hard it was to see them even though it was nice and clear outside.  You really had to look closely. ((NUFORC Note:  Source of report indicates that date of the event is approximate.  PD))",Orange-ish white orb over parking lot,SPARKS,NV,FORMATION,2007,-1.068061187,1.548592151,0,NA,NA,0,0.0642725,-1.049001311,0,0,NA,-0.911239024,0,-2.586866855,0,NA,NORTH,CLEAR
7,25,21,1 minute,"Bright light observed over Reno, Nevada.  Disappears suddenly. While outside I happened to notice a bright, slow moving light to the south east of my house.  It seemed to be heading down, towards Earth.  My first thought was that it was a helicopter, but it's movement was much more steady and there was no noise.  Also, it was one bright light, whereas helicopters tend to have a few different colors on them.  About a minute after I first spotted it, an airplane was heading our direction and it disappeared quite suddenly. ((NUFORC Note:  ISS sighting.  PD))",Orange sphere seen by 5 people iola kansas 07/04/2009.,RENO,NV,FIREBALL,2009,-0.39921323,1.436210366,0,NA,NA,0,0.0642725,-0.827131849,0,0,NA,2.202749836,0,-2.444171201,0,0.232324764,NNW,CLEAR
7,27,21,40 seconds+,"Two large fireballs streak across the sky over Reno, Nevada. Just 15 minutes ago, (at around 9:40 p.m) I was sitting in my apartment and just happened to look outside my window and saw 2 large orange fireballs with long tails slowly streak across the Reno, Nevada sky.  They were coming from the soutwest and heading north east very close to the horizon. One was a good distance behind the other but traveling at the same speed and appeared to be the same size. I did not hear any sound. I watched them for a good 40 seconds then left to find my camera. By the time I returned they were gone. Kinda spooky but exciting at the same time. First time I've ever seen anything like that. Wierd. ((NUFORC Note:  Space debris.  PD))","Organized light craft over Greenville, NC",RENO,NV,FIREBALL,2016,-0.517245223,1.609891306,0,NA,NA,0,0.0642725,-0.373307949,0,0,NA,1.105439476,0,-2.301475546,0,NA,NNW,PARTLY CLOUDY
7,27,21,10 seconds,"Looking south from Reno, object &quot;floating&quot; with long trail from west to east. Amendment to my previous report, object flying or floating through air west to east, after hearing reports that it was seen in Southern California, I originally thought it was over towards the Reno Intl Airport, however, my view is due south and it makes sense this item was over SoCal as there was no depth perception to compare to.  Only that the object was travelling too slow to be considered an aircraft.  Object also produced a trail that could be seen in the darkness. ((NUFORC Note:  Space debris.  PD))",Orange/red lights in sky.,RENO,NV,OTHER,2016,-0.517245223,1.609891306,0,NA,NA,0,0.0642725,-0.373307949,0,0,NA,1.105439476,0,-2.301475546,0,NA,NNW,PARTLY CLOUDY
7,27,21,10 seconds,"Bright, west to east flight over Reno airport, craft with &quot;tail&quot; of something not as bright as fire. Flying west to east, appeared to fly towards Reno International Airport but too high for landing approach. craft of some sort had a ""tail"" that appeared to be like a fire tail, but not that bright.  Seems to be twisting somewhat, slow like an aircraft. but the ""tail"" made it appear not like an aircraft. ((NUFORC Note:  Space debris.  PD))",Orange sphere-like form moves at constant altitude and speed without any sound over Possum Kingdom Lake,RENO,NV,OTHER,2016,-0.517245223,1.609891306,0,NA,NA,0,0.0642725,-0.373307949,0,0,NA,1.105439476,0,-2.301475546,0,NA,NNW,PARTLY CLOUDY
6,6,12,10 minutes,"Circular shaped object over Reno. At 12:30 pm PST on 06-06-2014, myself and a friend observed a silver in color circular shaped object above Damonte Ranch area.  It was stationary and approximately 2,000 feet in the air.  The object was near the flight path of a four engine jet, but stayed in the same area not really moving.   We could not get a good view with binoculars so we went about our day with the object remaining in the sky.",Orange spheres (19) moving without sound over old north London (Ontario) seen by 2 people,RENO,NV,CIRCLE,2014,-1.159863848,1.548592151,0,NA,NA,0,0.0642725,-1.553250088,0,0,NA,-0.911239024,0,-2.777127727,0,NA,NORTH,PARTLY CLOUDY
5,26,15,ongoing,"Strange bright orb in the sky ongoing for two days.  Rirst spotted in lake Tahoe the day prior, and then again on this date.   When looked at through a 8 inch telescope it appeared to be a strange balloon that did not resemble anything of a weather balloon.   A strange cylinder is located on the bottom of the large modular oval, so i believe it is some strange form of recherche ((sic.  research)) balloon.   If you are in the Reno area i strongly suggest you to check this out because it is strange that it has not moved for what now is 2 days. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Orb Type Lights Seen Near Balboa Park In San Diego,RENO,NV,OVAL,2014,-0.753309207,1.609891306,0,NA,NA,0,0.0642725,-1.21036092,0,0,NA,2.746462177,0,-2.681997291,0,2.167773309,WEST,PARTLY CLOUDY
6,5,14,~60 seconds,"5-8 objects over Reno, NV. Using my 20 x 80 Celestron Skymaster binocs, while observing a large 4 engine jet heading south, I saw these objects pass in the opposite direction.   These objects appeared to be moving at the same rate of speed in formation.  The formation was in a broken arrow shape.  Maybe 4 in a line with 2 or 3 offset.  I followed the formation from my chair and saw the offset 2 or 3 objects move ahead of the group to create an almost even line side by side.   The best I can describe them objects is a small can shape.  Shiny and silvery with a white and almost orange bottom.  The skies where clear and sunny.   When I stood to follow the formation I lost view and was never able to find the formation again.  While I could have mistaken weather balloons I've never seen a cluster of balloons.  And I've never seen balloons maneuver like this.",Glittering UFO,RENO,NV,CIRCLE,2014,-1.225437177,1.722273091,0,NA,NA,0,0.0642725,-1.603674966,0,0,NA,-0.357641004,0,-2.824692946,0,NA,WEST,PARTLY CLOUDY
6,26,21,4 minutes,"solid bright orange pulsating moving south and climbing at a low speed, changed direction to southeast and steep climb, increased speed solid super bright orange globe or sphere pulsating like it was burning, but no smoke, and no sound, about the size of a half dollar in the sky, moving at about the speed of a helicopter, maybe slower, then changed direction from going south and climbing to southeast and much steeper climb and increased speed until it got as small as a pin head and out of sight",Orb over Tahoe.,RENO,NV,SPHERE,2015,-0.687735878,1.609891306,0,NA,NA,0,0.0642725,-0.040503756,0,0,NA,1.836979716,0,-2.063649456,0,0.061549893,WNW,SCATTERED CLOUDS
7,27,21,6 minutes,"Object or object moving very slowly or slower that most meteor sightings traveling from the west to the north east observed from Bell Vista rd in Pahrump very long trail of sparks, the object traveled completely across the sky until it seemed to disappear behind mountains north of Pahrump. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)) ((NUFORC Note:  Space debris.  PD))",Orange/Red Light pulsing over ocean,PAHRUMP,NV,FIREBALL,2016,-1.330354503,2.120717601,0,NA,NA,0,0.0642725,-0.322883072,0,0,NA,-0.911239024,0,-2.491736419,0,NA,NORTH,CLEAR
7,19,21,45-60 seconds,"Object appearing as sattelite with amazing speed stops and maneuvers in many ways. I was watching for satellites in the direction of Las Vegas, which is also in the direction of Nellis Air Force Base, when I saw what I thought was a satellite going north at what I thought was normal speed for a satellite.   All at once it sped up and appeared to be going twice the speed that it started at for about three to four seconds, and then slowed to its previous speed and in a mind blowing it just stopped.   I watched it for about 10 to 15 seconds when it started  moving again in a northeast direction and made an arching turn to the left and I lost sight of it.   It made no noise whatsoever, and appeared to be in the same territory that satellites travel.   Then it dissapeared out of my sight.",Orange/white light in the sky.,PAHRUMP,NV,LIGHT,2010,-1.723794478,2.120717601,0,NA,NA,0,0.0642725,-0.373307949,0,0,NA,0.551841457,0,-2.491736419,0,NA,SW,CLEAR
9,12,20,2 minutes,"Large saucer shaped spacecraft sighted 9-12-08 around 8 P. M. in North Las Vegas, NV. On 9-12-08 at around 8 P.M. I was returning home from work and dinner. I was alone and had entered my complex when I saw a large saucer shaped spacecraft. My first thought was that what I was seeing could not be for real. It was so big and unmistakably an alien craft, or a projection of one, that I could not believe what I was seeing. It appeared to be spinning and changed colors. The only colors I remember vividly were pink and green. Because of the size of the craft, I started to get nervous thinking that this could be an invasion. Instead of stopping I slowly turned down my street and eventually lost sight of the craft. I pulled into the driveway and went into the house for my binoculars. I was not able to find it again. When I returned to my house I put on the Sunday night Football game to get the score and I had some old fashioned radio like static for a couple of minutes. I can not believe no one else saw this.","Orange/pinkish lights seen by 6 people seen in Bowie, MD",NORTH LAS VEGAS,NV,DISK,2008,-1.382813167,1.436210366,0,NA,NA,0,0.0642725,-1.270870773,0,0,NA,-0.911239024,0,-2.634432073,0,NA,NORTH,CLEAR
6,22,22,ongoing,"3 clusters of white lights hovering, one changed shape as if to go in formation, color of lights changing to orange.","Orange rectangle with large flame inside, rotating within the rectangle, moving in straight line, a few thousand feet alt.",NORTH LAS VEGAS,NV,CHANGING,2015,-1.12051985,1.885737505,0,NA,NA,0,0.0642725,-2.339878181,0,0,NA,0.373899236,0,-2.9673886,0,NA,SOUTH,CLEAR
8,11,16,3 minutes,"Black Dish with small point on top between Las Vegas and Nellis AFB. Around 3PM to 3:15 PM on 8/11/2017, I was watching lightning from outside a casino in North Las Vegas. I noticed in the SW a tiny black dot slowly going upward a little to the left and right.  I thought it was a Mylar balloon that someone had let go of. Then it just stopped mid air, and then it started moving NE slowly just outside a storm cell I was watching.  It appeared to be entering just inside and outside of the Cloud Cell. As it got closer, it appeared to be just near Stratosphere Casino but much higher in the sky like ½ mile higher in the sky.  It was well defined at this point, black, flat on the bottom with a small point on the top center of it. At around Stratosphere Casino, it stopped again, and then started increasing speed, and in a matter of maybe 3 to 4 seconds, it went from Stratosphere Casino, to just left of Nellis AFB.  It looked like it was on a collision course with the mountains, when I lost sight of it as it went under my line of site as trees were to the East of me and the mountains. I heard no noise, no sonic booms, and did not hear any impact and did not see any visible signs of debris flying up as if it impacted something. From my vantage point, I can see Stratosphere to Nellis AFB, I guess that’s maybe what 25 miles between the two of them?  As it speeded up from virtually a stand still hover over Stratosphere to speeding out of site, it only took about 3 to 4 seconds travel that 20 to 25 miles, I know when the jets hit their burners, you see the thrusters flames and loud, like I said this was totally silent and no flames, just extremely fast and quick. It was traveling much faster than the fighter jets that pass by here every day. I was going to inquire to Nellis AFB if they caught a blimp on their radar site around 3 to 3:15 PM, but don’t know how to report it.  Google just popped up with you.",Orange Spere Moving Very Slowly Then Disapeared.,NORTH LAS VEGAS,NV,DISK,2017,-0.96314386,2.059418445,0,0.975816848,NA,0,0.0642725,0.746124336,0,0,-0.055151095,0.551841457,0,-1.730692929,0,NA,SW,SCATTERED CLOUDS
9,3,1,5-10 seconds,"Two lights north of Las Vegas, hovering and eventually gliding until it disappeared. I was out working out in the backyard of my home at around 1am while listening to Coast to Coast am. My backyard faces north, the house faces south. I had a clear view of the northern sky, Nellis AFB is to my north east at about less than 7 miles from my home. I have seen many terrestrial and known objects in the skies: satellites, fireballs, shooting stars and even unique aircraft like the stealth bomber, all within the city limits. Tonight, I saw something that was very unconventional to the aforementioned objects. The object was simply two lights, one bright light and another less bright light at around the 11 o'clock mark above the brighter light. The object just appeared out of nowhere towards the north and not anywhere near the AFB, I would say the AFB is more north easterly while this object was straight north. The distance between the 2 lights was greater than the distance of an airplane's wingspan, that is what caught my eye. As I saw the object, the lights seemed to hoover and then eventually glide in perfect unison at an angle, the reason I think I was seeing it at an angle, is because I was assuming I was looking at a solid object but looking it at while it was making some sort of turn. The object glided and it seemed to move east at first and then eventually turned north and disappeared, the disappearance was odd because it seemed like it disappeared into some sort of haze or fog, but there were no clouds that night. It might have disappeared behind the mountain, but that does not explain how both lights just vanished, as if flying into a cloud, which I have seen aircraft do flying behind mountains and clouds. This was definitely the closest thing to a UFO I have seen. I did take a video of the even, but the image is too dark to see anything.","Original case, I think. I want answers...",NORTH LAS VEGAS,NV,LIGHT,2016,-1.487730493,1.487292996,0,NA,NA,0,0.0642725,-1.381805504,0,0,NA,0.373899236,0,-2.681997291,0,NA,WSW,CLEAR
6,2,21,10 seconds,Blue lights with red flash over mlk and craig. Constant blue light with 2 blinks of red.   No sounds and traveling fast in every direction.,Orange sphere floated up-hill at tremendes speed.,NORTH LAS VEGAS,NV,CIRCLE,2014,-1.59264782,1.609891306,0,NA,NA,0,0.0642725,-2.390303059,0,0,NA,0.917611577,0,-2.9673886,0,NA,WSW,CLEAR
