city,state,lat,lng,countyName
MOUNT VERNON,IA,41.923,-91.4244,LINN
WAUKON,IA,43.2684,-91.4782,ALLAMAKEE
WAUKEE,IA,41.5984,-93.887200000000007,DALLAS
LAMONI,IA,40.6202,-93.9307,DECATUR
DYSART,IA,42.1721,-92.3091,TAMA
CHARLES CITY,IA,43.0644,-92.6745,FLOYD
TOLEDO,IA,41.9902,-92.5803,TAMA
URBANDALE,IA,41.639,-93.7813,POLK
WEBB,IA,42.9497,-95.0129,CLAY
BLOOMFIELD,IA,40.7487,-92.4173,DAVIS
ARLINGTON,IA,42.7488,-91.6711,FAYETTE
BONDURANT,IA,41.6986,-93.4551,POLK
FAIRFIELD,IA,41.006100000000004,-91.9669,JEFFERSON
STORM LAKE,IA,42.6431,-95.1969,BUENA VISTA
JOHNSTON,IA,41.6857,-93.7173,POLK
STORY CITY,IA,42.1866,-93.5864,STORY
STUART,IA,41.5003,-94.3187,GUTHRIE
ADEL,IA,41.6121,-94.0129,DALLAS
HAWARDEN,IA,43.0015,-96.4829,SIOUX
FREDERICKSBURG,IA,42.9648,-92.1965,CHICKASAW
ROCKFORD,IA,43.0524,-92.9477,FLOYD
RIVERSIDE,IA,41.4894,-91.5558,WASHINGTON
SUMNER,IA,42.8498,-92.0971,BREMER
ROCKWELL CITY,IA,42.3981,-94.6289,CALHOUN
FREDERIKA,IA,42.8835,-92.3054,BREMER
VAN HORNE,IA,42.0083,-92.0897,BENTON
CLEARFIELD,IA,40.8025,-94.4826,TAYLOR
SHERRILL,IA,42.6046,-90.7841,DUBUQUE
ALGONA,IA,43.0743,-94.2302,KOSSUTH
TAMA,IA,41.9648,-92.5746,TAMA
MONDAMIN,IA,41.7101,-96.0215,HARRISON
ARCADIA,IA,42.0862,-95.0432,CARROLL
OSKALOOSA,IA,41.2922,-92.6403,MAHASKA
HOLSTEIN,IA,42.4869,-95.5429,IDA
REINBECK,IA,42.3225,-92.5943,GRUNDY
SMITHLAND,IA,42.2289,-95.9312,WOODBURY
HARPERS FERRY,IA,43.2005,-91.1525,ALLAMAKEE
LITTLE ROCK,IA,43.4455,-95.8804,LYON
CASEY,IA,41.5075,-94.5213,GUTHRIE
DIKE,IA,42.4641,-92.6255,GRUNDY
SHELDON,IA,43.1796,-95.8441,O'BRIEN
MEDIAPOLIS,IA,41.0078,-91.1636,DES MOINES
PATON,IA,42.1642,-94.2551,GREENE
DE SOTO,IA,41.5364,-94.0098,DALLAS
SANBORN,IA,43.1814,-95.6553,O'BRIEN
ADAIR,IA,41.5004,-94.6434,GUTHRIE
KNOXVILLE,IA,41.3188,-93.1024,MARION
MANILLA,IA,41.8923,-95.2347,CRAWFORD
ALBIA,IA,41.0272,-92.8039,MONROE
NEW HAMPTON,IA,43.0563,-92.3153,CHICKASAW
ATLANTIC,IA,41.3957,-95.0138,CASS
NASHUA,IA,42.9502,-92.5417,CHICKASAW
KAUNAKAKAI,HI,21.0905,-156.9981,MAUI
LAHAINA,HI,20.8848,-156.6618,MAUI
HONOLULU,HI,21.3294,-157.846,HONOLULU
WAILUKU,HI,20.8834,-156.5059,MAUI
HANALEI,HI,22.2041,-159.4977,KAUAI
EWA BEACH,HI,21.3181,-158.0073,HONOLULU
KIHEI,HI,20.7653,-156.4454,MAUI
KAILUA,HI,21.392,-157.7396,HONOLULU
WAHIAWA,HI,21.5005,-158.0198,HONOLULU
LIHUE,HI,21.9728,-159.3541,KAUAI
PEARL CITY,HI,21.4031,-157.9566,HONOLULU
WAIALUA,HI,21.566,-158.1198,HONOLULU
AIEA,HI,21.3865,-157.9232,HONOLULU
WAIANAE,HI,21.4569,-158.1759,HONOLULU
KAPOLEI,HI,21.3403,-158.0665,HONOLULU
HILO,HI,19.6886,-155.0864,HAWAII
WAIMANALO,HI,21.3421,-157.7303,HONOLULU
KEAAU,HI,19.6156,-155.0372,HAWAII
KAHUKU,HI,21.6793,-157.9473,HONOLULU
SCHOFIELD BARRACKS,HI,21.4936,-158.0617,HONOLULU
KANEOHE,HI,21.4062,-157.7904,HONOLULU
WAIPAHU,HI,21.3858,-158.0103,HONOLULU
KEKAHA,HI,21.9684,-159.7141,KAUAI
NAALEHU,HI,19.0698,-155.5751,HAWAII
PUKALANI,HI,20.8329,-156.3415,MAUI
HANA,HI,20.772,-156.0107,MAUI
PAIA,HI,20.9062,-156.3678,MAUI
KAPAA,HI,22.091,-159.352,KAUAI
CAPTAIN COOK,HI,19.4995,-155.8937,HAWAII
WAIMEA,HI,20.0124,-155.6378,HAWAII
KAHULUI,HI,20.8715,-156.4603,MAUI
KEALAKEKUA,HI,19.5286,-155.9033,HAWAII
HALEIWA,HI,21.5871,-158.1074,HONOLULU
KURTISTOWN,HI,19.5833,-155.0721,HAWAII
MAKAWAO,HI,20.848,-156.319,MAUI
MAKAHA,HI,21.4734,-158.2103,HONOLULU
HONOKAA,HI,20.0746,-155.4656,HAWAII
ANAHOLA,HI,22.1455,-159.3151,KAUAI
PRINCEVILLE,HI,22.2177,-159.4809,KAUAI
LAIE,HI,21.6443,-157.928,HONOLULU
PERRY,GA,32.4719,-83.7282,HOUSTON
WOODSTOCK,GA,34.1026,-84.509,CHEROKEE
FORT OGLETHORPE,GA,34.9319,-85.246,CATOOSA
DACULA,GA,33.9816,-83.8951,GWINNETT
ATLANTA,GA,33.7627,-84.4224,FULTON
EVANS,GA,33.5619,-82.1351,COLUMBIA
WARNER ROBINS,GA,32.597,-83.6529,HOUSTON
CHATSWORTH,GA,34.7808,-84.7835,MURRAY
METTER,GA,32.3958,-82.0621,CANDLER
LAWRENCEVILLE,GA,33.9523,-83.9931,GWINNETT
COMMERCE,GA,34.2133,-83.473,JACKSON
FLOVILLA,GA,33.2524,-83.903,BUTTS
MIDWAY,GA,31.8003,-81.419,LIBERTY
SUMMERVILLE,GA,34.4787,-85.3491,CHATTOOGA
CUMMING,GA,34.2064,-84.1337,FORSYTH
HIAWASSEE,GA,34.9494,-83.753,TOWNS
RINGGOLD,GA,34.9137,-85.1216,CATOOSA
ALPHARETTA,GA,34.0704,-84.2739,FULTON
TIFTON,GA,31.4625,-83.5205,TIFT
SAVANNAH,GA,32.0281,-81.1784,CHATHAM
CARROLLTON,GA,33.5817,-85.0837,CARROLL
AUGUSTA,GA,33.3645,-82.0708,RICHMOND
COVINGTON,GA,33.6049,-83.8465,NEWTON
DOUGLASVILLE,GA,33.7384,-84.7065,DOUGLAS
BLUE RIDGE,GA,34.8666,-84.3218,FANNIN
MCDONOUGH,GA,33.4399,-84.1509,HENRY
DEARING,GA,33.4149,-82.3852,MCDUFFIE
VARNELL,GA,34.9015,-84.9645,WHITFIELD
POWDER SPRINGS,GA,33.8659,-84.6838,COBB
BYRON,GA,32.6474,-83.7541,PEACH
STOCKBRIDGE,GA,33.5253,-84.2294,HENRY
CANTON,GA,34.2467,-84.49,CHEROKEE
GAINESVILLE,GA,34.2903,-83.8301,HALL
FITZGERALD,GA,31.7135,-83.2515,BEN HILL
HOSCHTON,GA,34.0853,-83.7593,JACKSON
ACWORTH,GA,34.0566,-84.6715,COBB
MONTICELLO,GA,33.2955,-83.686,JASPER
ROSSVILLE,GA,34.9747,-85.2898,WALKER
ATHENS,GA,33.9508,-83.3689,CLARKE
ROME,GA,34.2661,-85.1862,FLOYD
VILLA RICA,GA,33.7305,-84.917,CARROLL
SUWANEE,GA,34.0506,-84.0687,GWINNETT
ARCADE,GA,34.0694,-83.5399,JACKSON
COLUMBUS,GA,32.51,-84.8771,MUSCOGEE
SOCIAL CIRCLE,GA,33.6505,-83.7116,WALTON
OAK PARK,GA,32.3822,-82.3153,EMANUEL
STATHAM,GA,33.9646,-83.6024,BARROW
SMYRNA,GA,33.8633,-84.5168,COBB
RICHMOND HILL,GA,31.9013,-81.3125,BRYAN
AUSTELL,GA,33.82,-84.645,COBB
CUTHBERT,GA,31.7713,-84.794,RANDOLPH
BRUNSWICK,GA,31.145,-81.474,GLYNN
LOGANVILLE,GA,33.8353,-83.8957,WALTON
WINDER,GA,33.9917,-83.7218,BARROW
FOREST PARK,GA,33.6209,-84.359,CLAYTON
DAHLONEGA,GA,34.5309,-83.9804,LUMPKIN
ADAIRSVILLE,GA,34.3708,-84.9211,BARTOW
WRIGHTSVILLE,GA,32.7265,-82.7197,JOHNSON
BOGART,GA,33.9479,-83.5341,OCONEE
BUCKHEAD,GA,33.5685,-83.3623,MORGAN
LAGRANGE,GA,33.0274,-85.0384,TROUP
MARTINEZ,GA,33.5209,-82.0985,COLUMBIA
JOHNS CREEK,GA,34.0333,-84.2027,FULTON
CALHOUN,GA,34.4918,-84.9391,GORDON
MARIETTA,GA,33.9533,-84.5422,COBB
APPLING,GA,33.5588,-82.3183,COLUMBIA
SYLVANIA,GA,32.7465,-81.641,SCREVEN
DALLAS,GA,33.9153,-84.8416,PAULDING
FLOWERY BRANCH,GA,34.1713,-83.9142,HALL
MOULTRIE,GA,31.1591,-83.7708,COLQUITT
TUNNEL HILL,GA,34.8498,-85.0394,WHITFIELD
SANDY SPRINGS,GA,33.9366,-84.3703,FULTON
HAWKINSVILLE,GA,32.2964,-83.4814,PULASKI
WAYNESBORO,GA,33.0909,-82.0146,BURKE
ENIGMA,GA,31.4076,-83.3291,BERRIEN
HINESVILLE,GA,31.8247,-81.6135,LIBERTY
SWAINSBORO,GA,32.5866,-82.3345,EMANUEL
CEDARTOWN,GA,34.0223,-85.2479,POLK
ASHBURN,GA,31.7095,-83.6528,TURNER
DUBLIN,GA,32.5359,-82.928,LAURENS
CENTERVILLE,GA,32.6342,-83.6853,HOUSTON
GENEVA,GA,32.5789,-84.5516,TALBOT
BUCHANAN,GA,33.803,-85.1803,HARALSON
GROVETOWN,GA,33.4504,-82.2073,COLUMBIA
STONE MOUNTAIN,GA,33.8034,-84.1724,DEKALB
NORCROSS,GA,33.9379,-84.2065,GWINNETT
PENDERGRASS,GA,34.1646,-83.6827,JACKSON
ADEL,GA,31.1272,-83.4232,COOK
BLOOMINGDALE,GA,32.125,-81.3077,CHATHAM
WEST POINT,GA,32.8937,-85.1453,TROUP
DECATUR,GA,33.7711,-84.2968,DEKALB
QUITMAN,GA,30.7849,-83.5603,BROOKS
LITHONIA,GA,33.7128,-84.106,DEKALB
FAYETTEVILLE,GA,33.45,-84.4709,FAYETTE
JEFFERSON,GA,34.1373,-83.6021,JACKSON
GIBSON,GA,33.2334,-82.596,GLASCOCK
SHARPSBURG,GA,33.337,-84.6504,COWETA
LOCUST GROVE,GA,33.3442,-84.1071,HENRY
OAKWOOD,GA,34.2237,-83.8849,HALL
HAMPTON,GA,33.3835,-84.2855,HENRY
ALBANY,GA,31.5776,-84.1762,DOUGHERTY
AMERICUS,GA,32.0736,-84.2249,SUMTER
THOMSON,GA,33.4666,-82.4992,MCDUFFIE
CLERMONT,GA,34.4784,-83.7721,HALL
BUFORD,GA,34.1185,-83.9916,GWINNETT
CLEVELAND,GA,34.5971,-83.7621,WHITE
NEWNAN,GA,33.3766,-84.7761,COWETA
MCCAYSVILLE,GA,34.9811,-84.3706,FANNIN
FRANKLIN,GA,33.2797,-85.0985,HEARD
TYBEE ISLAND,GA,32.01,-80.8527,CHATHAM
PEMBROKE,GA,32.1455,-81.6185,BRYAN
RAY CITY,GA,31.0729,-83.196,BERRIEN
PINE MOUNTAIN,GA,32.8522,-84.8522,HARRIS
JONESBORO,GA,33.5212,-84.3541,CLAYTON
NEWINGTON,GA,32.5888,-81.5063,SCREVEN
KENNESAW,GA,34.026,-84.6177,COBB
EATONTON,GA,33.3258,-83.3886,PUTNAM
TY TY,GA,31.472,-83.6509,TIFT
DULUTH,GA,34.0053,-84.1492,GWINNETT
MACON,GA,32.8065,-83.6974,BIBB
LITHIA SPRINGS,GA,33.781,-84.6485,DOUGLAS
JUNCTION CITY,GA,32.6032,-84.4574,TALBOT
WALESKA,GA,34.3171,-84.5499,CHEROKEE
HULL,GA,34.0155,-83.2939,MADISON
GREENSBORO,GA,33.5678,-83.1878,GREENE
RINCON,GA,32.2947,-81.2353,EFFINGHAM
CONYERS,GA,33.6645,-83.9966,ROCKDALE
ROSWELL,GA,34.0391,-84.3513,FULTON
CARTERSVILLE,GA,34.1639,-84.8007,BARTOW
TWIN CITY,GA,32.5829,-82.1575,EMANUEL
ALLENHURST,GA,31.7839,-81.6078,LIBERTY
CLAXTON,GA,32.1613,-81.9094,EVANS
LILBURN,GA,33.8887,-84.1379,GWINNETT
LEESBURG,GA,31.7325,-84.1687,LEE
KEYSVILLE,GA,33.2375,-82.2289,BURKE
ZEBULON,GA,33.0926,-84.3423,PIKE
VALDOSTA,GA,30.8502,-83.2788,LOWNDES
DALTON,GA,34.769,-84.9712,WHITFIELD
BREMEN,GA,33.7085,-85.1495,HARALSON
DAWSONVILLE,GA,34.4362,-84.125,DAWSON
BLACKSHEAR,GA,31.2954,-82.2453,PIERCE
WHITE PLAINS,GA,33.4807,-83.0372,GREENE
KINGSLAND,GA,30.8194,-81.7217,CAMDEN
STATESBORO,GA,32.4376,-81.775,BULLOCH
LAKELAND,GA,31.041,-83.0748,LANIER
NICHOLSON,GA,34.1172,-83.4289,JACKSON
OMEGA,GA,31.3389,-83.5949,TIFT
WAYCROSS,GA,31.2108,-82.3579,WARE
PORTAL,GA,32.5383,-81.9297,BULLOCH
COOLIDGE,GA,31.0113,-83.8661,THOMAS
BALL GROUND,GA,34.3426,-84.3634,CHEROKEE
HARTWELL,GA,34.3496,-82.9289,HART
JASPER,GA,34.471,-84.4496,PICKENS
GILLSVILLE,GA,34.3095,-83.6381,BANKS
VIDALIA,GA,32.2125,-82.4019,TOOMBS
PEARSON,GA,31.297,-82.8544,ATKINSON
WATKINSVILLE,GA,33.861,-83.4072,OCONEE
SCREVEN,GA,31.484,-82.0171,WAYNE
CANON,GA,34.3455,-83.1107,HART
LUDOWICI,GA,31.7096,-81.7457,LONG
HIRAM,GA,33.8771,-84.771,PAULDING
CLAYTON,GA,34.8775,-83.4027,RABUN
COMER,GA,34.0625,-83.1263,MADISON
EAST DUBLIN,GA,32.5468,-82.8675,LAURENS
SNELLVILLE,GA,33.8563,-84.0038,GWINNETT
MABLETON,GA,33.8132,-84.5656,COBB
CECIL,GA,31.0466,-83.3906,COOK
RIVERDALE,GA,33.564,-84.4103,CLAYTON
GUYTON,GA,32.3408,-81.4226,EFFINGHAM
PINEVIEW,GA,32.1084,-83.503,WILCOX
SENOIA,GA,33.3082,-84.5546,COWETA
OXFORD,GA,33.6277,-83.8721,NEWTON
GRIFFIN,GA,33.2418,-84.2747,SPALDING
MEANSVILLE,GA,33.0508,-84.3083,PIKE
PORT WENTWORTH,GA,32.1942,-81.1984,CHATHAM
EUHARLEE,GA,34.1441,-84.9327,BARTOW
RENTZ,GA,32.3835,-82.9917,LAURENS
AMBROSE,GA,31.5944,-83.0137,COFFEE
TYRONE,GA,33.4753,-84.5941,FAYETTE
SPARTA,GA,33.2767,-82.9704,HANCOCK
UNADILLA,GA,32.2583,-83.7356,DOOLY
REYNOLDS,GA,32.5609,-84.0943,TAYLOR
GARFIELD,GA,32.6495,-82.0962,EMANUEL
PUTNEY,GA,31.4756,-84.101,DOUGHERTY
PLAINS,GA,32.0331,-84.3946,SUMTER
LULA,GA,34.3956,-83.6655,HALL
MILTON,GA,34.1353,-84.3138,FULTON
LOOKOUT MOUNTAIN,GA,34.9664,-85.3622,WALKER
MORGANTON,GA,34.8749,-84.2442,FANNIN
HAMILTON,GA,32.7648,-84.8752,HARRIS
WOODBINE,GA,30.9595,-81.7175,CAMDEN
BACONTON,GA,31.3804,-84.1592,MITCHELL
COLQUITT,GA,31.1741,-84.7319,MILLER
MARTIN,GA,34.4856,-83.1983,STEPHENS
MONROE,GA,33.799,-83.716,WALTON
HOGANSVILLE,GA,33.1674,-84.9027,TROUP
BERLIN,GA,31.0683,-83.6236,COLQUITT
BROOKS,GA,33.2925,-84.4588,FAYETTE
BLAIRSVILLE,GA,34.8761,-83.9548,UNION
MILNER,GA,33.1177,-84.193,LAMAR
UVALDA,GA,32.0371,-82.508,MONTGOMERY
GLENNVILLE,GA,31.9382,-81.9305,TATTNALL
CARNESVILLE,GA,34.3729,-83.2328,FRANKLIN
CLARKESVILLE,GA,34.6103,-83.5284,HABERSHAM
CORNELIA,GA,34.517,-83.531,HABERSHAM
TRION,GA,34.548,-85.3108,CHATTOOGA
FORT GAINES,GA,31.6238,-85.0528,CLAY
LINCOLNTON,GA,33.7931,-82.4776,LINCOLN
DANVILLE,GA,32.606,-83.246,TWIGGS
TAYLORSVILLE,GA,34.086,-84.9876,BARTOW
REIDSVILLE,GA,32.0871,-82.1244,TATTNALL
BLYTHE,GA,33.3011,-82.2025,RICHMOND
DUDLEY,GA,32.5321,-83.0805,LAURENS
SYLVESTER,GA,31.53,-83.8338,WORTH
KINGSTON,GA,34.232,-84.9445,BARTOW
IDEAL,GA,32.3726,-84.1894,MACON
CAIRO,GA,30.8791,-84.205,GRADY
PELHAM,GA,31.1267,-84.1514,MITCHELL
DORAVILLE,GA,33.9072,-84.2711,DEKALB
HEPHZIBAH,GA,33.2906,-82.0994,RICHMOND
PEACHTREE CITY,GA,33.3943,-84.5712,FAYETTE
TALKING ROCK,GA,34.5277,-84.4941,PICKENS
MILLEDGEVILLE,GA,33.0874,-83.2414,BALDWIN
GRAYSON,GA,33.89,-83.9574,GWINNETT
BETWEEN,GA,33.8177,-83.8043,WALTON
CONCORD,GA,33.0916,-84.4387,PIKE
MIAMI,FL,25.7839,-80.2102,MIAMI-DADE
GAINESVILLE,FL,29.6804,-82.3458,ALACHUA
CAPE CORAL,FL,26.6446,-81.9956,LEE
PALM BEACH GARDENS,FL,26.8466,-80.1679,PALM BEACH
VERO BEACH,FL,27.6463,-80.393,INDIAN RIVER
DEBARY,FL,28.8815,-81.324,VOLUSIA
LONGWOOD,FL,28.7014,-81.3487,SEMINOLE
CLERMONT,FL,28.5402,-81.7259,LAKE
MELBOURNE BEACH,FL,28.0668,-80.561,BREVARD
LAKE WORTH,FL,26.6196,-80.0591,PALM BEACH
WELLINGTON,FL,26.6461,-80.2699,PALM BEACH
OCALA,FL,29.178,-82.1511,MARION
PENSACOLA,FL,30.4427,-87.1886,ESCAMBIA
SPRING HILL,FL,28.4797,-82.53,HERNANDO
HOLLYWOOD,FL,26.0294,-80.1679,BROWARD
WINTER PARK,FL,28.5987,-81.3438,ORANGE
DELRAY BEACH,FL,26.455,-80.0905,PALM BEACH
HIALEAH,FL,25.8696,-80.3046,MIAMI-DADE
JACKSONVILLE,FL,30.3322,-81.6749,DUVAL
NAPLES,FL,26.1504,-81.7936,COLLIER
RUSKIN,FL,27.7065,-82.4209,HILLSBOROUGH
SARASOTA,FL,27.3386,-82.5431,SARASOTA
TAMPA,FL,27.9942,-82.4451,HILLSBOROUGH
WEST PALM BEACH,FL,26.7468,-80.1316,PALM BEACH
NEW PORT RICHEY,FL,28.2468,-82.717,PASCO
PALM CITY,FL,27.1736,-80.2861,MARTIN
WINTER SPRINGS,FL,28.6889,-81.2704,SEMINOLE
DEERFIELD BEACH,FL,26.305,-80.1277,BROWARD
BOYNTON BEACH,FL,26.5281,-80.0811,PALM BEACH
LAYTON,FL,24.8246,-80.8128,MONROE
MARCO ISLAND,FL,25.933,-81.6993,COLLIER
ARIPEKA,FL,28.4308,-82.6669,PASCO
HERNANDO,FL,28.9451,-82.3781,CITRUS
COCOA BEACH,FL,28.3326,-80.6274,BREVARD
BONITA SPRINGS,FL,26.3559,-81.7861,LEE
HOLMES BEACH,FL,27.5108,-82.7153,MANATEE
CORAL SPRINGS,FL,26.2702,-80.2591,BROWARD
MIDDLEBURG,FL,30.0502,-81.9011,CLAY
TALLAHASSEE,FL,30.4551,-84.2526,LEON
DUNEDIN,FL,28.0329,-82.7863,PINELLAS
JUPITER,FL,26.9199,-80.1128,PALM BEACH
MELBOURNE,FL,28.1085,-80.6627,BREVARD
PEMBROKE PINES,FL,26.0128,-80.3382,BROWARD
HOLLY HILL,FL,29.2443,-81.0463,VOLUSIA
SANFORD,FL,28.7893,-81.276,SEMINOLE
STARKE,FL,29.9474,-82.1129,BRADFORD
AVENTURA,FL,25.9565,-80.137200000000007,MIAMI-DADE
ORLANDO,FL,28.4772,-81.3369,ORANGE
VALRICO,FL,27.9193,-82.2293,HILLSBOROUGH
BEVERLY HILLS,FL,28.9175,-82.4541,CITRUS
DELTONA,FL,28.905,-81.2137,VOLUSIA
ALTAMONTE SPRINGS,FL,28.6615,-81.3953,SEMINOLE
PLANTATION,FL,26.126,-80.2617,BROWARD
KEY WEST,FL,24.5637,-81.7768,MONROE
ST. PETERSBURG,FL,27.7931,-82.6652,PINELLAS
GROVELAND,FL,28.6021,-81.8204,LAKE
INDIALANTIC,FL,28.087,-80.57,BREVARD
CLEARWATER,FL,27.9789,-82.762200000000007,PINELLAS
DAVIE,FL,26.0789,-80.287,BROWARD
ENGLEWOOD,FL,26.9603,-82.3535,SARASOTA
BOCA RATON,FL,26.3752,-80.108,PALM BEACH
CRESTVIEW,FL,30.748,-86.5784,OKALOOSA
WESTON,FL,26.1006,-80.4054,BROWARD
LEHIGH ACRES,FL,26.612,-81.6388,LEE
KISSIMMEE,FL,28.3042,-81.4164,OSCEOLA
HAMPTON,FL,29.8643,-82.138,BRADFORD
PORT RICHEY,FL,28.2758,-82.725,PASCO
CHIEFLAND,FL,29.4923,-82.8682,LEVY
MIAMI BEACH,FL,25.8171,-80.1396,MIAMI-DADE
HOMOSASSA,FL,28.7849,-82.6079,CITRUS
ZEPHYRHILLS,FL,28.2408,-82.1796,PASCO
BROOKSVILLE,FL,28.5404,-82.3903,HERNANDO
SATELLITE BEACH,FL,28.1782,-80.6019,BREVARD
SOUTH PALM BEACH,FL,26.5899,-80.039,PALM BEACH
LAUDERHILL,FL,26.1605,-80.2242,BROWARD
THE VILLAGES,FL,28.9021,-81.9888,SUMTER
FORT MYERS BEACH,FL,26.4324,-81.9168,LEE
FORT MYERS,FL,26.6195,-81.8303,LEE
RIVERVIEW,FL,27.8227,-82.3023,HILLSBOROUGH
COCONUT CREEK,FL,26.2803,-80.1842,BROWARD
SUNRISE,FL,26.1547,-80.2997,BROWARD
WINTER GARDEN,FL,28.5421,-81.5966,ORANGE
KEY LARGO,FL,25.1224,-80.412,MONROE
HOBE SOUND,FL,27.0729,-80.1425,MARTIN
FORT LAUDERDALE,FL,26.1412,-80.1464,BROWARD
DELAND,FL,29.0224,-81.2873,VOLUSIA
OVIEDO,FL,28.658,-81.1872,SEMINOLE
PANAMA CITY BEACH,FL,30.2369,-85.8775,BAY
EUSTIS,FL,28.856,-81.6781,LAKE
PORT CHARLOTTE,FL,26.9918,-82.114,CHARLOTTE
JACKSONVILLE BEACH,FL,30.2782,-81.4045,DUVAL
ARCADIA,FL,27.2213,-81.8587,DESOTO
ATLANTIC BEACH,FL,30.3371,-81.4128,DUVAL
SEBRING,FL,27.477,-81.453,HIGHLANDS
NICEVILLE,FL,30.5291,-86.4754,OKALOOSA
HEATHROW,FL,28.7753,-81.3721,SEMINOLE
SEMINOLE,FL,27.8435,-82.7839,PINELLAS
PANAMA CITY,FL,30.1995,-85.6004,BAY
HOLIDAY,FL,28.1864,-82.7429,PASCO
VENICE,FL,27.1163,-82.4135,SARASOTA
KENDALL,FL,25.6697,-80.3556,MIAMI-DADE
OAKLAND PARK,FL,26.178,-80.1528,BROWARD
HOMESTEAD,FL,25.4665,-80.4472,MIAMI-DADE
BRANDON,FL,27.9367,-82.3,HILLSBOROUGH
PORT ORANGE,FL,29.1084,-81.0137,VOLUSIA
FORT PIERCE,FL,27.4256,-80.3431,ST. LUCIE
GLEN ST. MARY,FL,30.2752,-82.1604,BAKER
MIRAMAR,FL,25.9773,-80.3351,BROWARD
DUNNELLON,FL,29.0529,-82.441,MARION
WESLEY CHAPEL,FL,28.2106,-82.3238,PASCO
DAVENPORT,FL,28.1588,-81.6084,POLK
BRADENTON,FL,27.49,-82.5739,MANATEE
LAKE PLACID,FL,27.2977,-81.3715,HIGHLANDS
PINELLAS PARK,FL,27.8589,-82.7078,PINELLAS
PACE,FL,30.6187,-87.1667,SANTA ROSA
STEINHATCHEE,FL,29.6795,-83.3837,TAYLOR
DEFUNIAK SPRINGS,FL,30.7123,-86.1208,WALTON
ROYAL PALM BEACH,FL,26.7038,-80.2241,PALM BEACH
SEFFNER,FL,27.9981,-82.2735,HILLSBOROUGH
PUNTA GORDA,FL,26.8933,-82.0516,CHARLOTTE
MARATHON,FL,24.7262,-81.0376,MONROE
JUNO BEACH,FL,26.8755,-80.0589,PALM BEACH
PALM BAY,FL,27.955,-80.6627,BREVARD
CAPE CANAVERAL,FL,28.3933,-80.605,BREVARD
COCOA,FL,28.382,-80.7674,BREVARD
INDIAN ROCKS BEACH,FL,27.8961,-82.8444,PINELLAS
APOPKA,FL,28.7014,-81.5304,ORANGE
INVERNESS,FL,28.8397,-82.3437,CITRUS
DESTIN,FL,30.395,-86.4701,OKALOOSA
PALM SPRINGS,FL,26.6349,-80.0968,PALM BEACH
GULF BREEZE,FL,30.3685,-87.1769,SANTA ROSA
PALM COAST,FL,29.5392,-81.246,FLAGLER
QUINCY,FL,30.5659,-84.5857,GADSDEN
CORTEZ,FL,27.4668,-82.6687,MANATEE
CRYSTAL RIVER,FL,28.8964,-82.5992,CITRUS
DAYTONA BEACH,FL,29.1994,-81.0982,VOLUSIA
AVON PARK,FL,27.5908,-81.5081,HIGHLANDS
NAVARRE,FL,30.4174,-86.8907,SANTA ROSA
HAVANA,FL,30.6298,-84.4133,GADSDEN
FLORIDA CITY,FL,25.4418,-80.4685,MIAMI-DADE
CELEBRATION,FL,28.3102,-81.551,OSCEOLA
OKEECHOBEE,FL,27.2414,-80.8298,OKEECHOBEE
DOVER,FL,27.9927,-82.2198,HILLSBOROUGH
JENSEN BEACH,FL,27.2438,-80.2423,MARTIN
LAKELAND,FL,28.0556,-81.9545,POLK
CUDJOE KEY,FL,24.6746,-81.4986,MONROE
NORTH PORT,FL,27.0577,-82.1975,SARASOTA
PALATKA,FL,29.6493,-81.6705,PUTNAM
LAUDERDALE-BY-THE-SEA,FL,26.199,-80.0972,BROWARD
CUTLER BAY,FL,25.5765,-80.3356,MIAMI-DADE
ESTERO,FL,26.4277,-81.7951,LEE
CAPTIVA,FL,26.5205,-82.191,LEE
WINTER HAVEN,FL,28.0118,-81.7017,POLK
FROSTPROOF,FL,27.7493,-81.5252,POLK
NORTH LAUDERDALE,FL,26.2113,-80.2209,BROWARD
CASSELBERRY,FL,28.6625,-81.3218,SEMINOLE
COOPER CITY,FL,26.0463,-80.2862,BROWARD
BELLE GLADE,FL,26.692,-80.6672,PALM BEACH
CENTURY,FL,30.9766,-87.2629,ESCAMBIA
HIGH SPRINGS,FL,29.808,-82.5949,ALACHUA
MILTON,FL,30.6286,-87.0522,SANTA ROSA
TARPON SPRINGS,FL,28.1493,-82.7623,PINELLAS
DANIA BEACH,FL,26.0594,-80.1637,BROWARD
MALABAR,FL,27.9885,-80.5781,BREVARD
NORTH PALM BEACH,FL,26.8216,-80.0576,PALM BEACH
MIAMI LAKES,FL,25.9125,-80.3214,MIAMI-DADE
GENEVA,FL,28.7377,-81.1143,SEMINOLE
LARGO,FL,27.9088,-82.7711,PINELLAS
LEESBURG,FL,28.7657,-81.8996,LAKE
HUDSON,FL,28.3594,-82.6888,PASCO
OLDSMAR,FL,28.0507,-82.6698,PINELLAS
LADY LAKE,FL,28.9241,-81.9299,LAKE
WILDWOOD,FL,28.8014,-82.0058,SUMTER
LAKE MARY,FL,28.7592,-81.3359,SEMINOLE
THONOTOSASSA,FL,28.0465,-82.291,HILLSBOROUGH
NEPTUNE BEACH,FL,30.3165,-81.4118,DUVAL
LAKE WALES,FL,27.9195,-81.5961,POLK
